CL:0000000	cell
UBERON:0004397	epiphysis of third metatarsal bone
UBERON:0004398	epiphysis of fourth metatarsal bone
UBERON:0004399	epiphysis of fifth metatarsal bone
UBERON:0004400	bone tissue of epiphysis
UBERON:0004401	bone tissue of distal epiphysis
UBERON:0004402	bone tissue of proximal epiphysis
UBERON:0004403	periosteum of epiphysis
UBERON:0004404	distal epiphysis of humerus
UBERON:0004405	distal epiphysis of tibia
UBERON:0004406	distal epiphysis of femur
UBERON:0004407	distal epiphysis of radius
UBERON:0004408	distal epiphysis of ulna
UBERON:0004409	distal epiphysis of phalanx of manus
UBERON:0004410	distal epiphysis of fibula
UBERON:0004411	proximal epiphysis of humerus
UBERON:0004412	proximal epiphysis of femur
UBERON:0004413	proximal epiphysis of radius
UBERON:0004414	proximal epiphysis of phalanx of manus
UBERON:0004415	proximal epiphysis of metatarsal bone
UBERON:0004416	proximal epiphysis of metacarpal bone
UBERON:0004417	proximal epiphysis of phalanx of manual digit 1
UBERON:0004418	proximal epiphysis of phalanx of manual digit 2
UBERON:0004419	proximal epiphysis of phalanx of manual digit 3
UBERON:0004420	proximal epiphysis of phalanx of manual digit 4
UBERON:0004421	proximal epiphysis of phalanx of manual digit 5
UBERON:0004422	proximal epiphysis of first metacarpal bone
UBERON:0004423	proximal epiphysis of second metacarpal bone
UBERON:0004424	proximal epiphysis of third metacarpal bone
UBERON:0004425	proximal epiphysis of fourth metacarpal bone
UBERON:0004426	proximal epiphysis of fifth metacarpal bone
UBERON:0004427	proximal epiphysis of first metatarsal bone
UBERON:0004428	proximal epiphysis of second metatarsal bone
UBERON:0004429	proximal epiphysis of third metatarsal bone
UBERON:0004430	proximal epiphysis of fourth metatarsal bone
UBERON:0004431	proximal epiphysis of fifth metatarsal bone
UBERON:0004432	proximal epiphysis of distal phalanx of manual digit 2
UBERON:0004433	proximal epiphysis of distal phalanx of manual digit 3
UBERON:0004434	proximal epiphysis of distal phalanx of manual digit 4
UBERON:0004435	proximal epiphysis of distal phalanx of manual digit 5
UBERON:0004436	proximal epiphysis of middle phalanx of manual digit 2
UBERON:0004437	proximal epiphysis of middle phalanx of manual digit 3
UBERON:0004438	proximal epiphysis of middle phalanx of manual digit 4
UBERON:0004439	proximal epiphysis of middle phalanx of manual digit 5
UBERON:0004440	proximal epiphysis of proximal phalanx of manual digit 2
UBERON:0004441	proximal epiphysis of proximal phalanx of manual digit 3
UBERON:0004442	proximal epiphysis of proximal phalanx of manual digit 4
UBERON:0004443	proximal epiphysis of proximal phalanx of manual digit 5
UBERON:0004444	proximal epiphysis of distal phalanx of manual digit 1
UBERON:0004445	proximal epiphysis of proximal phalanx of manual digit 1
UBERON:0004446	epiphysis of phalanx
UBERON:0004447	proximal epiphysis of phalanx
UBERON:0004448	distal epiphysis of phalanx
UBERON:0004449	cerebral artery
UBERON:0004450	gastric vein
UBERON:0004451	trunk or cervical vertebra
UBERON:0004452	carpal region
UBERON:0004453	metacarpus region
UBERON:0004454	tarsal region
UBERON:0004455	neurula embryo
UBERON:0004456	entire sense organ system
UBERON:0004461	skeletal musculature of head
UBERON:0004462	musculature of body wall
UBERON:0004463	musculature of hindlimb stylopod
UBERON:0004464	musculature of thorax
UBERON:0004465	musculature of neck
UBERON:0004466	musculature of leg
UBERON:0004467	musculature of pharynx
UBERON:0004468	set of muscles of vertebral column
UBERON:0004469	musculature of back
UBERON:0004470	musculature of pelvic girdle
UBERON:0004471	musculature of pectoral girdle
UBERON:0004473	musculature of face
UBERON:0004474	musculature of arm
UBERON:0004475	musculature of hip
UBERON:0004476	musculature of shoulder
UBERON:0004478	musculature of larynx
UBERON:0004479	musculature of trunk
UBERON:0004480	musculature of limb
UBERON:0004481	musculature of upper limb
UBERON:0004482	musculature of lower limb
UBERON:0004486	musculature of perineum
UBERON:0004487	musculature of forelimb zeugopod
UBERON:0004488	musculature of pes
UBERON:0004489	musculature of manus
UBERON:0004490	cardiac muscle tissue of atrium
UBERON:0004491	cardiac muscle tissue of interatrial septum
UBERON:0004492	cardiac muscle tissue of cardiac septum
UBERON:0004493	cardiac muscle tissue of myocardium
UBERON:0004494	cardiac muscle tissue of papillary muscle
UBERON:0004495	skeletal muscle tissue of diaphragm
UBERON:0004496	skeletal muscle tissue of iliacus
UBERON:0004497	skeletal muscle tissue of gluteus maximus
UBERON:0004498	skeletal muscle tissue of quadriceps femoris
UBERON:0004499	skeletal muscle tissue of tibialis anterior
UBERON:0004500	skeletal muscle tissue of deltoid
UBERON:0004501	skeletal muscle tissue of teres major
UBERON:0004502	skeletal muscle tissue of biceps brachii
UBERON:0004503	skeletal muscle tissue of digastric
UBERON:0004504	skeletal muscle tissue of mylohyoid
UBERON:0004505	skeletal muscle tissue of orbicularis oculi
UBERON:0004506	skeletal muscle tissue of masseter
UBERON:0004507	skeletal muscle tissue of temporalis
UBERON:0004508	skeletal muscle tissue of levator palpebrae superioris
UBERON:0004509	skeletal muscle tissue of trapezius
UBERON:0004510	skeletal muscle tissue of pectoralis major
UBERON:0004511	skeletal muscle tissue of rectus abdominis
UBERON:0004512	skeletal muscle tissue of supraspinatus
UBERON:0004513	skeletal muscle tissue of internal intercostal muscle
UBERON:0004514	skeletal muscle tissue of transversus thoracis
UBERON:0004515	smooth muscle tissue of bronchiole
UBERON:0004516	smooth muscle tissue of terminal bronchiole
UBERON:0004517	smooth muscle tissue of respiratory bronchiole
UBERON:0004518	muscle of vertebral column
UBERON:0004519	muscle of anal triangle
UBERON:0004520	striated muscle tissue of prostate
UBERON:0004521	vasculature of muscle organ
UBERON:0004522	vasculature of musculoskeletal system
UBERON:0004523	papillary muscle of right ventricle
UBERON:0004524	papillary muscle of left ventricle
UBERON:0004525	cardiac muscle tissue of trabecula carnea of right ventricle
UBERON:0004526	cardiac muscle tissue of trabecula carnea of left ventricle
UBERON:0004527	alveolar process of maxilla
UBERON:0004528	alveolar ridge of mandible
UBERON:0004529	anatomical projection
UBERON:0004530	bony projection
UBERON:0004533	left testis
UBERON:0004534	right testis
UBERON:0004535	cardiovascular system
UBERON:0004536	lymph vasculature
UBERON:0004537	blood vasculature
UBERON:0004538	left kidney
UBERON:0004539	right kidney
UBERON:0004540	proper plantar digital artery
UBERON:0004544	epididymis epithelium
UBERON:0004545	external capsule of telencephalon
UBERON:0004546	cribriform plate
UBERON:0004547	decidua capsularis
UBERON:0004548	left eye
UBERON:0004549	right eye
UBERON:0004550	gastroesophageal sphincter
UBERON:0004552	digital artery
UBERON:0004553	forelimb digital artery
UBERON:0004554	hindlimb digital artery
UBERON:0004561	proper palmar digital vein
UBERON:0004562	digital vein
UBERON:0004563	forelimb digital vein
UBERON:0004564	hindlimb digital vein
UBERON:0004571	systemic arterial system
UBERON:0004572	arterial system
UBERON:0004573	systemic artery
UBERON:0004581	systemic venous system
UBERON:0004582	venous system
UBERON:0004590	sphincter muscle
UBERON:0004601	rib 1
UBERON:0004602	rib 2
UBERON:0004603	rib 3
UBERON:0004604	rib 4
UBERON:0004605	rib 5
UBERON:0004606	rib 6
UBERON:0004607	rib 7
UBERON:0004608	rib 9
UBERON:0004609	rib 10
UBERON:0004610	rib 11
UBERON:0004611	rib 12
UBERON:0004612	mammalian cervical vertebra 3
UBERON:0004613	mammalian cervical vertebra 4
UBERON:0004614	mammalian cervical vertebra 5
UBERON:0004615	mammalian cervical vertebra 6
UBERON:0004616	mammalian cervical vertebra 7
UBERON:0004617	lumbar vertebra 1
UBERON:0004618	lumbar vertebra 2
UBERON:0004619	lumbar vertebra 3
UBERON:0004620	lumbar vertebra 4
UBERON:0004621	lumbar vertebra 5
UBERON:0004622	sacral vertebra 1
UBERON:0004623	sacral vertebra 2
UBERON:0004624	sacral vertebra 3
UBERON:0004625	sacral vertebra 4
UBERON:0004626	thoracic vertebra 1
UBERON:0004627	thoracic vertebra 2
UBERON:0004628	thoracic vertebra 3
UBERON:0004629	thoracic vertebra 4
UBERON:0004630	thoracic vertebra 5
UBERON:0004631	thoracic vertebra 6
UBERON:0004632	thoracic vertebra 7
UBERON:0004633	thoracic vertebra 9
UBERON:0004634	thoracic vertebra 10
UBERON:0004635	thoracic vertebra 11
UBERON:0004636	thoracic vertebra 12
UBERON:0004637	otic capsule
UBERON:0004638	blood vessel endothelium
UBERON:0004639	renal afferent arteriole
UBERON:0004640	renal efferent arteriole
UBERON:0004641	spleen capsule
UBERON:0004642	third ventricle ependyma
UBERON:0004643	lateral ventricle ependyma
UBERON:0004644	fourth ventricle ependyma
UBERON:0004645	urinary bladder urothelium
UBERON:0004646	infraorbital artery
UBERON:0004647	liver lobule
UBERON:0004648	esophagus muscularis mucosa
UBERON:0004649	sphenoid bone pterygoid process
UBERON:0004650	tongue keratinized epithelium
UBERON:0004651	scapula spine
UBERON:0004652	humerus diaphysis
UBERON:0004654	temporal process of zygomatic bone
UBERON:0004655	zygomatic process of temporal bone
UBERON:0004657	mandible condylar process
UBERON:0004658	mandible head
UBERON:0004659	mandible neck
UBERON:0004660	mandible coronoid process
UBERON:0004661	mandible temporal crest
UBERON:0004662	vertebra lamina
UBERON:0004663	aorta wall
UBERON:0004664	aorta tunica adventitia
UBERON:0004665	muscular coat of seminal vesicle
UBERON:0004666	interventricular septum membranous part
UBERON:0004667	interventricular septum muscular part
UBERON:0004668	fourth ventricle aperture
UBERON:0004670	ependyma
UBERON:0004671	gyrus rectus
UBERON:0004672	posterior horn lateral ventricle
UBERON:0004673	trigeminal nerve root
UBERON:0004674	facial nerve root
UBERON:0004675	hypoglossal nerve root
UBERON:0004676	spinal cord lateral horn
UBERON:0004677	spinal cord gray commissure
UBERON:0004678	apex of spinal cord dorsal horn
UBERON:0004679	dentate gyrus molecular layer
UBERON:0004680	body of fornix
UBERON:0004681	vestibular system
UBERON:0004682	corona radiata of neuraxis
UBERON:0004683	parasubiculum
UBERON:0004684	raphe nuclei
UBERON:0004686	gastro-splenic ligament
UBERON:0004687	lieno-renal ligament
UBERON:0004688	costo-cervical trunk
UBERON:0004689	naso-frontal vein
UBERON:0004690	pancreaticoduodenal vein
UBERON:0004691	bulbourethral gland secretion
UBERON:0004692	external naris epithelium
UBERON:0004693	Peyer's patch epithelium
UBERON:0004694	Harderian gland epithelium
UBERON:0004695	arterial system smooth muscle
UBERON:0004696	venous system smooth muscle
UBERON:0004697	Peyer's patch germinal center
UBERON:0004698	vena cava endothelium
UBERON:0004699	outflow tract endothelium
UBERON:0004700	arterial system endothelium
UBERON:0004701	venous system endothelium
UBERON:0004702	respiratory system blood vessel endothelium
UBERON:0004703	dorsal thalamus
UBERON:0004704	bone fossa
UBERON:0004705	fenestra
UBERON:0004706	bulbus cordis
UBERON:0004707	pharyngula stage
UBERON:0004708	paired limb/fin
UBERON:0004709	pelvic appendage
UBERON:0004710	pectoral appendage
UBERON:0004711	jugular vein
UBERON:0004713	corpus cavernosum penis
UBERON:0004714	septum pellucidum
UBERON:0004715	annulus fibrosus disci intervertebralis
UBERON:0004716	conceptus
UBERON:0004717	Brodmann (1909) area 29
UBERON:0004718	Brodmann (1909) area 26
UBERON:0004719	kidney arcuate vein
UBERON:0004720	cerebellar vermis
UBERON:0004721	crista ampullaris
UBERON:0004722	deep cervical lymph node
UBERON:0004723	interlobular artery
UBERON:0004724	medial palpebral ligament
UBERON:0004725	piriform cortex
UBERON:0004726	vasa recta
UBERON:0004727	cochlear nerve
UBERON:0004728	amphibian larval stage
UBERON:0004729	nematode larval stage
UBERON:0004730	instar larval stage
UBERON:0004731	neuromere
UBERON:0004732	segmental subdivision of nervous system
UBERON:0004733	segmental subdivision of hindbrain
UBERON:0004734	gastrula
UBERON:0004735	archenteron
UBERON:0004736	metanephric glomerulus
UBERON:0004737	metanephric collecting duct
UBERON:0004738	metanephric juxtaglomerular apparatus
UBERON:0004739	pronephric glomerulus
UBERON:0004740	basibranchial bone
UBERON:0004741	cleithrum
UBERON:0004742	dentary
UBERON:0004743	coracoid bone
UBERON:0004744	articular/anguloarticular
UBERON:0004745	parasphenoid
UBERON:0004746	prootic bone
UBERON:0004747	supraoccipital bone
UBERON:0004749	blastodisc
UBERON:0004750	blastoderm
UBERON:0004751	hypohyal bone
UBERON:0004752	palatoquadrate cartilage
UBERON:0004753	scapulocoracoid
UBERON:0004754	foramen ovale of heart
UBERON:0004755	skeletal tissue
UBERON:0004756	dermal skeletal element
UBERON:0004757	rectal salt gland
UBERON:0004758	salt gland
UBERON:0004759	cranial salt gland
UBERON:0004760	gland of anal canal
UBERON:0004761	cartilaginous neurocranium
UBERON:0004763	endochondral bone tissue
UBERON:0004764	intramembranous bone tissue
UBERON:0004765	skeletal element
UBERON:0004766	cranial bone
UBERON:0004767	vomerine tooth
UBERON:0004768	bone of lower jaw
UBERON:0004769	diaphysis
UBERON:0004770	articular system
UBERON:0004771	posterior nasal aperture
UBERON:0004772	eyelid tarsus
UBERON:0004773	superior eyelid tarsus
UBERON:0004774	inferior eyelid tarsus
UBERON:0004775	outer renal medulla vasa recta
UBERON:0004776	inner renal medulla vasa recta
UBERON:0004777	respiratory system submucosa
UBERON:0004778	larynx submucosa
UBERON:0004779	respiratory system lamina propria
UBERON:0004780	gastrointestinal system lamina propria
UBERON:0004781	gall bladder lamina propria
UBERON:0004782	gastrointestinal system serosa
UBERON:0004783	gall bladder serosa
UBERON:0004784	heart ventricle wall
UBERON:0004785	respiratory system mucosa
UBERON:0004786	gastrointestinal system mucosa
UBERON:0004787	urethra urothelium
UBERON:0004788	kidney pelvis urothelium
UBERON:0004789	larynx mucous gland
UBERON:0004790	skin mucous gland
UBERON:0004791	thymus trabecula
UBERON:0004792	secretion of endocrine pancreas
UBERON:0004793	secretion of exocrine pancreas
UBERON:0004794	esophagus secretion
UBERON:0004795	pancreas secretion
UBERON:0004796	prostate gland secretion
UBERON:0004797	blood vessel layer
UBERON:0004798	respiratory system basal lamina
UBERON:0004799	trachea basal lamina
UBERON:0004800	bronchus basal lamina
UBERON:0004801	cervix epithelium
UBERON:0004802	respiratory tract epithelium
UBERON:0004803	penis epithelium
UBERON:0004804	oviduct epithelium
UBERON:0004805	seminal vesicle epithelium
UBERON:0004806	vas deferens epithelium
UBERON:0004807	respiratory system epithelium
UBERON:0004808	gastrointestinal system epithelium
UBERON:0004809	salivary gland epithelium
UBERON:0004810	nephron tubule epithelium
UBERON:0004811	endometrium epithelium
UBERON:0004812	male prepuce epithelium
UBERON:0004813	seminiferous tubule epithelium
UBERON:0004814	upper respiratory tract epithelium
UBERON:0004815	lower respiratory tract epithelium
UBERON:0004816	larynx epithelium
UBERON:0004817	lacrimal gland epithelium
UBERON:0004818	terminal bronchus epithelium
UBERON:0004819	kidney epithelium
UBERON:0004820	bile duct epithelium
UBERON:0004821	pulmonary alveolus epithelium
UBERON:0004822	extrahepatic bile duct epithelium
UBERON:0004823	intrahepatic bile duct epithelium
UBERON:0004825	dental lamina
UBERON:0004827	thyroid gland medulla
UBERON:0004829	urethra skeletal muscle tissue
UBERON:0004830	respiratory system skeletal muscle
UBERON:0004831	esophagus skeletal muscle
UBERON:0004832	anal region skeletal muscle
UBERON:0004833	lip skeletal muscle
UBERON:0004834	hepatic duct smooth muscle
UBERON:0004835	epididymis smooth muscle
UBERON:0004848	respiratory system arterial endothelium
UBERON:0004849	respiratory system venous endothelium
UBERON:0004850	lymph node endothelium
UBERON:0004851	aorta endothelium
UBERON:0004852	cardiovascular system endothelium
UBERON:0004854	gastrointestinal system mesentery
UBERON:0004857	skeletal muscle connective tissue
UBERON:0004858	cellular cartilage
UBERON:0004859	eye gland
UBERON:0004861	right lung alveolus
UBERON:0004862	left lung alveolus
UBERON:0004863	thoracic sympathetic nerve trunk
UBERON:0004864	vasculature of retina
UBERON:0004865	actinopterygian parietal bone
UBERON:0004866	actinopterygian frontal bone
UBERON:0004867	orbital cavity
UBERON:0004868	tapetum lucidum of camera-type eye
UBERON:0004869	parietal organ
UBERON:0004870	superficial cervical lymph node
UBERON:0004871	somatic layer of lateral plate mesoderm
UBERON:0004872	splanchnic layer of lateral plate mesoderm
UBERON:0004873	splanchnopleure
UBERON:0004874	somatopleure
UBERON:0004875	nephrogenic cord
UBERON:0004876	urogenital fold
UBERON:0004877	visceral endoderm
UBERON:0004878	distal visceral endoderm
UBERON:0004879	marginal zone of embryo
UBERON:0004880	chordamesoderm
UBERON:0004882	eponychium
UBERON:0004883	lung mesenchyme
UBERON:0004884	lobar bronchus mesenchyme
UBERON:0004885	hilum
UBERON:0004886	lung hilus
UBERON:0004887	left lung hilus
UBERON:0004888	right lung hilus
UBERON:0004889	lobar bronchus vasculature
UBERON:0004890	right lung accessory lobe
UBERON:0004892	lobar bronchus alveolar system
